fitness,finished,diversity,individual
66.66666666666667,True,5,"(3, 3, 0, 1, 1, 2, 2, 1, 2)"
75.0,True,2,"(0, 1, 0, 1, 2, 2, 1, 2)"
85.71428571428571,True,2,"(1, 0, 1, 2, 2, 1, 2)"
75.0,True,2,"(0, 0, 1, 1, 2, 2, 1, 2)"
85.71428571428571,True,2,"(0, 1, 1, 2, 2, 1, 2)"
42.857142857142854,True,5,"(1, 0, 3, 3, 0, 1, 0, 1, 3, 1, 2, 2, 1, 2)"
100.0,True,2,"(1, 1, 2, 2, 1, 2)"
85.71428571428571,True,2,"(1, 0, 1, 2, 2, 1, 2)"
100.0,True,1,"(1, 1, 2, 2, 1, 2)"
100.0,True,2,"(1, 1, 2, 2, 1, 2)"
0.3076923076923077,False,2,"(3, 1, 1, 2, 3, 1, 2, 0, 2, 3, 1, 0, 1)"
66.66666666666667,True,3,"(3, 1, 1, 0, 0, 2, 2, 1, 2)"
100.0,True,1,"(1, 1, 2, 2, 1, 2)"
85.71428571428571,True,1,"(1, 1, 0, 2, 2, 1, 2)"
100.0,True,1,"(1, 1, 2, 2, 1, 2)"
100.0,True,1,"(1, 1, 2, 2, 1, 2)"
85.71428571428571,True,2,"(3, 1, 1, 2, 2, 1, 2)"
100.0,True,1,"(1, 1, 2, 2, 1, 2)"
100.0,True,2,"(1, 1, 2, 2, 1, 2)"
100.0,True,1,"(1, 1, 2, 2, 1, 2)"
100.0,True,2,"(1, 1, 2, 2, 1, 2)"
24.0,True,13,"(3, 0, 0, 3, 0, 3, 0, 0, 1, 0, 3, 3, 0, 3, 3, 0, 3, 1, 3, 1, 1, 2, 2, 1, 2)"
100.0,True,1,"(1, 1, 2, 2, 1, 2)"
100.0,True,1,"(1, 1, 2, 2, 1, 2)"
85.71428571428571,True,1,"(1, 0, 1, 2, 2, 1, 2)"
85.71428571428571,True,2,"(1, 0, 1, 2, 2, 1, 2)"
100.0,True,1,"(1, 1, 2, 2, 1, 2)"
100.0,True,2,"(1, 1, 2, 2, 1, 2)"
85.71428571428571,True,1,"(1, 1, 2, 2, 1, 2, 1)"
100.0,True,3,"(1, 1, 2, 2, 1, 2)"
