fitness,finished,diversity,individual
100.0,True,2,"(1, 1, 2, 2, 1, 2)"
75.0,True,2,"(3, 1, 0, 1, 2, 2, 1, 2)"
75.0,True,1,"(3, 0, 1, 1, 2, 2, 1, 2)"
100.0,True,2,"(1, 1, 2, 2, 1, 2)"
100.0,True,1,"(1, 1, 2, 2, 1, 2)"
100.0,True,0,"(1, 1, 2, 2, 1, 2)"
100.0,True,2,"(1, 1, 2, 2, 1, 2)"
100.0,True,2,"(1, 1, 2, 2, 1, 2)"
100.0,True,0,"(1, 1, 2, 2, 1, 2)"
100.0,True,3,"(1, 1, 2, 2, 1, 2)"
100.0,True,3,"(1, 1, 2, 2, 1, 2)"
85.71428571428571,True,2,"(0, 1, 1, 2, 2, 1, 2)"
100.0,True,1,"(1, 1, 2, 2, 1, 2)"
85.71428571428571,True,1,"(1, 1, 0, 2, 2, 1, 2)"
100.0,True,3,"(1, 1, 2, 2, 1, 2)"
0.3125,False,3,"(1, 1, 2, 2, 1, 2, 2, 3, 2, 2, 0, 0, 2, 0, 1, 2)"
85.71428571428571,True,2,"(3, 1, 1, 2, 2, 1, 2)"
100.0,True,2,"(1, 1, 2, 2, 1, 2)"
100.0,True,1,"(1, 1, 2, 2, 1, 2)"
100.0,True,2,"(1, 1, 2, 2, 1, 2)"
100.0,True,1,"(1, 1, 2, 2, 1, 2)"
24.0,True,11,"(1, 3, 0, 3, 1, 3, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 2, 0, 1, 1, 2, 2, 1, 2)"
100.0,True,2,"(1, 1, 2, 2, 1, 2)"
100.0,True,1,"(1, 1, 2, 2, 1, 2)"
75.0,True,2,"(3, 3, 1, 1, 2, 2, 1, 2)"
85.71428571428571,True,2,"(1, 0, 1, 2, 2, 1, 2)"
100.0,True,2,"(1, 1, 2, 2, 1, 2)"
0.3333333333333333,False,4,"(1, 0, 1, 2, 2, 2, 2, 1, 3, 1, 1, 1, 3, 1, 3)"
100.0,True,2,"(1, 1, 2, 2, 1, 2)"
0.2727272727272727,False,2,"(2, 0, 1, 2, 2, 1, 2, 3, 0, 0, 2)"
