fitness,finished,diversity,individual
14,True,0,"(1, 1, 1, 2, 1, 2, 1, 2, 1, 2, 2, 2, 2, 1)"
23,True,0,"(1, 2, 1, 1, 2, 1, 3, 2, 2, 2, 2, 1, 1, 3, 0, 0, 2, 2, 2, 2, 1, 1, 1)"
24,True,0,"(1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 3, 2, 2, 3, 2, 0, 2, 1, 1, 2, 2, 1, 2)"
16,True,0,"(0, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 2, 2, 2, 1, 2)"
24,True,0,"(1, 2, 1, 1, 2, 1, 2, 1, 1, 2, 1, 3, 2, 2, 2, 2, 1, 2, 3, 1, 0, 2, 1, 2)"
17,True,0,"(2, 1, 1, 1, 0, 1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 1, 2)"
28,True,0,"(1, 1, 2, 1, 1, 2, 1, 2, 1, 2, 2, 2, 2, 1, 2, 1, 2, 1, 2, 3, 2, 1, 0, 0, 2, 0, 2, 2)"
22,True,0,"(2, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 2, 3, 2, 0, 1, 3, 2, 3, 2, 1, 1)"
21,True,0,"(1, 1, 1, 2, 1, 2, 2, 1, 1, 2, 2, 1, 1, 2, 1, 2, 3, 1, 1, 2, 1)"
19,True,0,"(1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 3, 1, 3, 1, 2, 2, 2, 2)"
17,True,0,"(1, 1, 1, 1, 0, 1, 1, 2, 2, 1, 2, 2, 3, 2, 2, 2, 1)"
16,True,0,"(1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 1, 1, 1, 2, 2, 2)"
24,True,0,"(2, 1, 1, 1, 2, 2, 0, 2, 2, 2, 2, 1, 0, 2, 1, 1, 2, 2, 1, 1, 1, 3, 1, 2)"
17,True,0,"(1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 2, 2, 2, 2, 2, 1)"
20,True,0,"(1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 2, 2, 1, 1, 3, 1, 1, 2)"
24,True,0,"(0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 3, 2, 2, 2, 1, 2, 0, 1, 2, 2, 1, 2, 2, 2)"
28,False,0,"(1, 1, 2, 1, 2, 1, 1, 2, 1, 2, 1, 2, 0, 2, 2, 2, 1, 1, 2, 0, 1, 2, 2, 3, 1, 0, 3, 1)"
28,True,0,"(2, 1, 1, 1, 2, 1, 2, 1, 1, 3, 0, 2, 1, 2, 2, 1, 3, 2, 2, 2, 1, 1, 1, 1, 1, 0, 2, 2)"
15,True,0,"(2, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 2, 2, 2, 1)"
19,True,0,"(1, 2, 1, 1, 2, 2, 2, 2, 3, 1, 2, 1, 2, 1, 3, 1, 1, 2, 1)"
23,True,0,"(2, 1, 1, 1, 1, 0, 1, 1, 0, 2, 1, 2, 1, 3, 0, 2, 2, 1, 1, 2, 2, 2, 2)"
15,True,0,"(1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 2, 2, 2, 1, 2)"
20,True,0,"(2, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 2, 1, 3, 0, 2, 2, 1, 0, 2)"
26,True,0,"(2, 1, 1, 1, 2, 1, 2, 1, 1, 2, 0, 1, 2, 3, 2, 1, 1, 3, 2, 2, 2, 2, 0, 2, 1, 1)"
16,True,0,"(1, 1, 1, 1, 2, 2, 1, 1, 2, 1, 2, 2, 2, 0, 2, 2)"
20,True,0,"(1, 1, 2, 1, 2, 1, 1, 2, 1, 3, 3, 2, 2, 2, 2, 1, 1, 2, 1, 1)"
15,True,0,"(1, 1, 2, 1, 1, 2, 1, 2, 1, 2, 2, 2, 2, 1, 1)"
28,True,0,"(1, 1, 1, 1, 1, 1, 2, 0, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 1, 2, 3, 0, 1, 3, 2, 2, 1, 2)"
22,True,0,"(1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 1, 0, 3, 1, 2, 1, 1, 1)"
27,True,0,"(1, 2, 1, 1, 1, 0, 1, 1, 0, 0, 2, 2, 1, 1, 2, 1, 2, 1, 1, 2, 1, 3, 1, 2, 2, 3, 1)"
